"","Selectivity","CAt_DW","logDiff","ShapeIndex_DW","sp3_At_DW","logSw","T_PSA","HBD","HBA","logD"
"chlorbufam","",-0.499844432333325,0.791604642501535,1.06263952723872,-0.545203202366714,0.586126016162484,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.272175060535308
"chlorflurazole","",-0.567730234115642,1.08288021945215,-0.608250770898237,-0.611839773675506,-0.262313168640729,-0.449357949159524,-0.350226576636095,-0.771962009623553,0.302564468131027
"chlorflurenol","",-0.431958630551009,0.748536361720921,-1.72213586615393,-0.545203202366714,0.125688557748281,-0.43839795509044,0.147746665931013,-0.587154362886399,-0.643960787414923
"chlorimuron","",-0.454587231145115,0.21955485350387,-0.775289676509198,-0.511884916712319,0.803138482396792,-0.40418833755418,0.645719908498121,0.0596724006936415,-0.73303318898858
"chloroacetic acid","",-0.703501837680274,2.27540254160064,2.73340451486885,-0.57852148802111,1.90252752383285,-0.446083247292089,-0.350226576636095,-0.679558186254976,-1.0178028963726
"chloropon","",-0.680873237086169,1.52110325883053,0.540470645257569,-0.545203202366714,1.50133529101678,-0.446083247292089,-0.350226576636095,-0.679558186254976,-0.825773277685858
"chlorpropham","",-0.522473032927431,0.836541867755593,0.764275210464755,-0.511884916712319,0.540488373936789,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.321688836704194
"chlorthiamid","",-0.590358834709747,1.11110811056697,-0.456374436614301,-0.611839773675506,0.55973656051052,-0.450368472009568,-0.350226576636095,-0.771962009623553,0.0720241346462672
"cinmethylin","",-0.341444228174588,0.296024569496593,-0.399358156004407,-0.17870206016836,-0.345239479643436,-0.453240484320219,-0.848199819203203,-0.679558186254976,0.794034542696264
"cisanilide","",-0.454587231145115,0.645910302093989,-0.242720022460745,-0.445248345403527,0.627851332828438,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.152189296062558
"clacyfos","",-0.47721583173922,0.263072718516027,0.465910893690786,-0.311975202785944,0.889390418914993,-0.433257964804314,-0.848199819203203,-0.309942892780667,0.160834558568237
"cliodinate","",-0.590358834709747,0.836541867755593,-0.543966480891916,-0.57852148802111,0.557272416839811,-0.445365244214426,-0.848199819203203,-0.587154362886399,0.372512501131516
"clomazone","",-0.47721583173922,0.707453183875545,-0.242720022460745,-0.445248345403527,0.343444739440279,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.164240268040171
"CPMF","",-0.545101633521536,0.748536361720921,0.764275210464755,-0.57852148802111,0.187066383318388,-0.454326986331921,-0.848199819203203,-0.679558186254976,0.535200622829284
"CPPC","",-0.522473032927431,0.726711973159373,1.06263952723872,-0.511884916712319,0.372946878251503,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.410499260626164
"credazine","",-0.499844432333325,1.00351545441429,0.764275210464755,-0.57852148802111,0.617037107615371,-0.446953208693067,-0.848199819203203,-0.587154362886399,0.164502245691858
"cresol","",-0.590358834709747,1.6349117468752,2.1068519806942,-0.57852148802111,1.43218324083051,-0.452568068739551,-0.350226576636095,-0.771962009623553,-0.0104988256352093
"cumyluron","",-0.364072828768693,0.249765585923388,0.465910893690786,-0.511884916712319,-0.0617125496897311,-0.444628246346349,0.147746665931013,-0.587154362886399,0.440364712918508
"cyclopyrimorate","",-0.318815627580482,0.105446529091287,-1.25798574883735,-0.278656917131548,0.387667002269386,-0.432224648205773,-0.848199819203203,-0.21753906941209,0.457393260278177
"cycluron","",-0.522473032927431,0.726711973159373,1.38393566676349,-0.345293488440339,0.762923204959441,-0.444628246346349,0.147746665931013,-0.587154362886399,0.11996604490503
"cyprazole","",-0.522473032927431,0.665662048657419,0.540470645257569,-0.411930059749131,0.604638072045495,-0.439404678982401,-0.350226576636095,-0.494750539517821,0.0604971179720292
"cypromid","",-0.522473032927431,0.906244282564665,0.764275210464755,-0.545203202366714,0.208614868750987,-0.449198392920044,-0.350226576636095,-0.679558186254976,0.375656232951763
"daimuron","",-0.364072828768693,0.325303219748214,0.853746912344896,-0.511884916712319,-0.0160749074640355,-0.444628246346349,0.147746665931013,-0.587154362886399,0.421502321997027
"dazomet","",-0.635616035897958,1.28481493434429,1.06263952723872,-0.411930059749131,1.28199484241893,-0.4577916361035,-0.848199819203203,-0.679558186254976,-0.466601917222671
"dichlobenil","",-0.590358834709747,1.34926209597417,0.227194378170244,-0.645158059329902,0.428708463611409,-0.451215639662049,-0.848199819203203,-0.771962009623553,0.208252513523625
"dichloralurea","",-0.635616035897958,0.568181500077519,-0.242720022460745,-0.445248345403527,0.863645208829734,-0.42925766194305,1.14369315106523,-0.402346716149244,-0.02176386465776
"dichlormate","",-0.545101633521536,0.859999298763767,1.65936816078666,-0.545203202366714,0.568134515184374,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.28239218895111
"difenopenten","",-0.341444228174588,0.249765585923388,1.22967843284969,-0.445248345403527,0.080050915522585,-0.439070370671108,-0.350226576636095,-0.494750539517821,-0.111884176838166
"difenzoquat","",-0.364072828768693,0.460509212192468,-0.0365842387172848,-0.57852148802111,1.12261479051578,-0.456906478870191,-0.848199819203203,-0.86436583299213,-0.713122887460351
"diflufenican","",-0.318815627580482,0.21955485350387,-0.578426870271523,-0.57852148802111,-0.71762730957611,-0.440795097640732,-0.350226576636095,-0.494750539517821,0.711511582414787
"diflufenzopyr","",-0.409330029956904,0.357425795026033,-0.503741808197905,-0.57852148802111,0.409215487701985,-0.420865763537987,0.645719908498121,-0.21753906941209,-0.42887713537971
"dinofenate","",-0.364072828768693,0.0408658810006307,-1.41750602403822,-0.311975202785944,-0.487002944855752,-0.377128359129885,-0.848199819203203,0.152076224062219,0.412333104187974
"dinoprop","",-0.522473032927431,0.770166104864264,-2.13165060249048,-0.411930059749131,0.433304644495082,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.257805728827951
"dinosam","",-0.499844432333325,0.645910302093989,-1.02591069017906,-0.378611774094735,0.256961443983084,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.116337796916849
"dinoseb","",-0.522473032927431,0.770166104864264,-1.39444889078059,-0.411930059749131,0.433304644495082,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.268546812547127
"dinoterb","",-0.522473032927431,0.770166104864264,-2.13165060249048,-0.411930059749131,0.442198282951397,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.175806723849849
"disul","",-0.567730234115642,0.685254230205364,1.32366131297588,-0.445248345403527,0.788067764228272,-0.432585549223646,-0.350226576636095,-0.402346716149244,-0.485202330492464
"DNOC","",-0.590358834709747,1.22531089295664,-1.02591069017906,-0.511884916712319,0.815076810009544,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.752157557561748
"EBEP","",-0.341444228174588,-0.152043509600371,0.465910893690786,0.0212076537580146,-0.203476014902048,-0.450262101183248,-0.848199819203203,-0.679558186254976,1.18359531075517
"endothal","",-0.567730234115642,1.28481493434429,-1.5078548994662,-0.345293488440339,1.67033673661183,-0.428406695332487,0.147746665931013,-0.402346716149244,-1.40867355268994
"erbon","",-0.499844432333325,0.376497081176766,0.622924958754954,-0.445248345403527,-0.262313168640729,-0.446755662872757,-0.848199819203203,-0.587154362886399,0.828877570370665
"ethametsulfuron","",-0.431958630551009,0.0948018103166331,-0.793835631520768,-0.445248345403527,0.656473808205208,-0.394721334011664,1.14369315106523,0.244480047430796,-1.09796805778889
"etinofen","",-0.545101633521536,0.859999298763767,-0.657372489577528,-0.411930059749131,0.794385531337008,-0.414247978557624,-0.350226576636095,-0.309942892780667,-0.67827985978595
"etobenzanid","",-0.386701429362798,0.263072718516027,1.25248494509364,-0.478566631057923,-0.345239479643436,-0.442185516299063,-0.350226576636095,-0.494750539517821,0.690029414976435
"EXD","",-0.612987435303852,0.812855330780788,3.15106443414967,-0.311975202785944,-0.345239479643436,-0.453240484320219,-0.848199819203203,-0.679558186254976,0.272437038186995
"fenasulam","",-0.364072828768693,0.000536289622331217,1.06263952723872,-0.445248345403527,0.363577845476289,-0.418160905382982,0.147746665931013,-0.125135246043513,0.133064927489391
"fenquinotrione","",-0.250929825798166,0.000536289622331217,-1.44357060945988,-0.445248345403527,0.317139726836556,-0.424037893537185,-0.848199819203203,-0.309942892780667,-0.39298619709856
"fenteracol","",-0.567730234115642,0.929040239688196,1.38393566676349,-0.511884916712319,0.384806516143847,-0.44906163042906,-0.350226576636095,-0.679558186254976,0.319593015490696
"flamprop","",-0.386701429362798,0.357425795026033,-1.02591069017906,-0.545203202366714,0.221814380263973,-0.438367563425777,-0.350226576636095,-0.494750539517821,-0.41184858802004
"flamprop-M","",-0.386701429362798,0.357425795026033,-1.02591069017906,-0.545203202366714,0.221814380263973,-0.438367563425777,-0.350226576636095,-0.494750539517821,-0.41184858802004
"florpyrauxifen","",-0.454587231145115,0.460509212192468,-1.59544694374382,-0.511884916712319,0.272502191658301,-0.427795063081145,0.147746665931013,-0.402346716149244,-0.482058598672217
"flucarbazone","",-0.47721583173922,0.279604606797757,-1.02591069017906,-0.445248345403527,0.375976881046166,-0.414088422318144,-0.350226576636095,-0.125135246043513,-0.387222688761441
"flucetosulfuron","",-0.341444228174588,-0.207798124933202,-0.83606527232414,-0.245338631477152,1.08805766776767,-0.396457457855536,0.147746665931013,0.336883870799373,-0.628504105965377
"flufenican","",-0.318815627580482,0.249765585923388,-0.543966480891916,-0.57852148802111,-0.345239479643436,-0.440795097640732,-0.350226576636095,-0.494750539517821,0.634490152818743
"flumezin","",-0.499844432333325,0.791604642501535,-1.3557279441686,-0.478566631057923,0.468690774832375,-0.441315554898085,-0.848199819203203,-0.402346716149244,-0.097999361298743
"fluoromidine","",-0.590358834709747,1.28481493434429,-0.130817739857152,-0.611839773675506,0.162977226525291,-0.444461092190703,-0.350226576636095,-0.679558186254976,-0.123673171164091
"flupoxam","",-0.318815627580482,0.0152793119048245,-1.2280365377038,-0.478566631057923,0.145181533657704,-0.428710611979117,-0.350226576636095,-0.402346716149244,0.593097683852161
"flupyrsulfuron","",-0.431958630551009,0.0805357742930854,-1.44357060945988,-0.411930059749131,0.874965490486213,-0.395785042274868,0.645719908498121,0.244480047430796,-0.742988339752695
"fluridone","",-0.318815627580482,0.312334103197697,-1.02591069017906,-0.57852148802111,-0.487002944855752,-0.451895653158883,-0.848199819203203,-0.771962009623553,0.496951885682949
"flurochloridone","",-0.47721583173922,0.58857384651328,-0.696093436189522,-0.478566631057923,0.0924499506215331,-0.452537677074888,-0.848199819203203,-0.679558186254976,0.434863182233076
"flurtamone","",-0.341444228174588,0.34141769479491,-1.02591069017906,-0.511884916712319,-0.487002944855752,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.525245472065169
"fosamine","",-0.680873237086169,1.41616893439231,1.06263952723872,-0.478566631057923,2.10826026991347,-0.426207098602504,0.147746665931013,-0.402346716149244,-1.17734728625012
"glufosinate-P","",-0.635616035897958,1.05671281895748,0.682823381022051,-0.378611774094735,1.9016409622445,-0.422028244711346,0.645719908498121,-0.402346716149244,-1.42544012239792
"halosulfuron","",-0.47721583173922,0.133606141300665,-1.25798574883735,-0.411930059749131,0.905817250186597,-0.393912155940012,0.645719908498121,0.244480047430796,-0.898603064854907
"haloxydine","",-0.635616035897958,1.48529133310637,-0.456374436614301,-0.645158059329902,0.562171368660996,-0.447769984680884,-0.350226576636095,-0.771962009623553,-0.626146307100192
"herbimycin","",-0.069901021045323,-0.677518211669793,-2.70695113936965,0.0545259394124104,0.927816223496053,-0.402326848093573,0.147746665931013,0.152076224062219,0.0306316656796853
"hexachloroacetone","",-0.680873237086169,1.11110811056697,-1.02591069017906,-0.57852148802111,0.416744734611248,-0.453768539493739,-0.848199819203203,-0.771962009623553,0.250430915445268
"huangcaoling","",-0.635616035897958,0.645910302093989,0.227194378170244,-0.345293488440339,2.1242977604883,-0.413142481755509,0.645719908498121,-0.125135246043513,-1.32222092763315
"indanofan","",-0.296187026986377,0.249765585923388,-1.54807957216021,-0.411930059749131,-0.642512040814464,-0.442523623568438,-0.848199819203203,-0.587154362886399,0.523149650851671
"indaziflam","",-0.386701429362798,0.312334103197697,-1.02591069017906,-0.411930059749131,0.179347676879474,-0.431107754529409,0.147746665931013,-0.402346716149244,0.322474769659256
"iofensulfuron","",-0.47721583173922,0.21955485350387,-0.208635564601644,-0.511884916712319,0.610454239573763,-0.41346159423447,0.147746665931013,-0.0327314226749357,-0.573226821459372
"isocarbamid","",-0.567730234115642,0.95412028730538,0.419921937682367,-0.445248345403527,1.15155882591689,-0.436912562480037,0.147746665931013,-0.402346716149244,-0.20121855606351
"isonoruron","",-0.454587231145115,0.645910302093989,-0.242720022460745,-0.245338631477152,0.633905263917008,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.212968111253995
"isoxaben","",-0.341444228174588,0.119567206489754,-1.02591069017906,-0.311975202785944,0.080050915522585,-0.432296828409348,-0.350226576636095,-0.309942892780667,0.533104801615786
"isoxachlortole","",-0.431958630551009,0.407953017117455,-1.32427500695303,-0.478566631057923,-0.262313168640729,-0.4309102087091,-0.848199819203203,-0.402346716149244,0.109748916489228
"isoxaflutole","",-0.409330029956904,0.34141769479491,-1.54807957216021,-0.445248345403527,-0.262313168640729,-0.4309102087091,-0.848199819203203,-0.402346716149244,0.159262692658114
"karbutilate","",-0.431958630551009,0.325303219748214,0.227194378170244,-0.411930059749131,0.544485662920254,-0.433406124169546,0.147746665931013,-0.309942892780667,0.223185239669797
"ketospiradox","",-0.296187026986377,0.0152793119048245,-2.3684874604085,-0.17870206016836,0.228107844660411,-0.419615906328722,-0.350226576636095,-0.21753906941209,-0.705525535561421
"lancotrione","",-0.318815627580482,-0.070743643207349,-1.24194600396248,-0.17870206016836,0.313089664715365,-0.416109468018232,-0.350226576636095,-0.125135246043513,-0.483106509278966
"MCPA-thioethyl","",-0.499844432333325,0.665662048657419,1.89795936580037,-0.445248345403527,0.080050915522585,-0.450262101183248,-0.848199819203203,-0.679558186254976,0.384825450760816
"medinoterb","",-0.499844432333325,0.645910302093989,-2.41823573162197,-0.378611774094735,0.328829848530704,-0.417754416868115,-0.350226576636095,-0.402346716149244,-0.0715396184783331
"mesotrione","",-0.431958630551009,0.325303219748214,-1.2983357320382,-0.411930059749131,0.554778221838252,-0.410422427768173,-0.848199819203203,-0.21753906941209,-0.486774196402587
"metam","",-0.703501837680274,1.89551660367424,2.73340451486885,-0.545203202366714,1.46161658694496,-0.455683214367506,-0.350226576636095,-0.771962009623553,-0.688758965853439
"metazosulfuron","",-0.409330029956904,-0.070743643207349,-1.2280365377038,-0.278656917131548,0.787666347994768,-0.396373880777713,0.147746665931013,0.336883870799373,-0.58003824040324
"metflurazon","",-0.454587231145115,0.493919146668017,-0.72754637340509,-0.545203202366714,-0.0890225834749657,-0.445767933771211,-0.848199819203203,-0.587154362886399,0.185460457826836
"methazole","",-0.545101633521536,0.906244282564665,-0.242720022460745,-0.545203202366714,-0.0890225834749657,-0.438546114455672,-0.848199819203203,-0.587154362886399,-0.0270034176915045
"methiozolin","",-0.364072828768693,0.296024569496593,-0.208635564601644,-0.378611774094735,-0.487002944855752,-0.44854497212979,-0.848199819203203,-0.587154362886399,0.769932598741039
"methoxyphenone","",-0.386701429362798,0.52984897314713,0.366414351263852,-0.511884916712319,-0.487002944855752,-0.450262101183248,-0.848199819203203,-0.679558186254976,0.555896857312575
"methyl isothiocyanate","",-0.499844432333325,0.605917559644765,0.540470645257569,-0.445248345403527,1.28260316465309,-0.439207133162091,-0.350226576636095,-0.494750539517821,-0.228202254187295
"methyldymron","",-0.364072828768693,0.325303219748214,0.227194378170244,-0.511884916712319,0.245903537527998,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.348672534827978
"metsulfuron","",-0.454587231145115,0.233028330419369,-0.775289676509198,-0.478566631057923,0.814372776831996,-0.399291480585359,0.645719908498121,0.152076224062219,-1.10477947673275
"monosulfuron","",-0.454587231145115,0.325303219748214,-0.753485648319921,-0.545203202366714,0.817174484074548,-0.407694775864671,0.645719908498121,-0.0327314226749357,-1.04007099676601
"norflurazon","",-0.47721583173922,0.605917559644765,-0.399358156004407,-0.57852148802111,0.0527408817373507,-0.442428649616367,-0.350226576636095,-0.587154362886399,0.103985408152109
"noruron","",-0.454587231145115,0.645910302093989,-0.242720022460745,-0.245338631477152,0.626088206041197,-0.447967530501193,-0.350226576636095,-0.587154362886399,0.223971172624858
"OCH","",-0.612987435303852,0.645910302093989,-2.27901575852836,-0.545203202366714,-0.487002944855752,-0.453768539493739,-0.848199819203203,-0.771962009623553,0.621915225537756
"o-dichlorobenzene","",-0.612987435303852,1.55833967115917,0.540470645257569,-0.645158059329902,0.437799802367102,-0.4602533609412,-0.848199819203203,-0.86436583299213,0.389279070839499
"orthosulfamuron","",-0.386701429362798,-0.0593486996979392,-0.809875376395639,-0.411930059749131,0.679542906142704,-0.402566182452794,0.645719908498121,0.244480047430796,-0.534978084313037
"oxaziclomefone","",-0.296187026986377,0.066185326399505,-1.27653170384892,-0.445248345403527,-0.120549703899341,-0.449031238764397,-0.848199819203203,-0.587154362886399,0.736923414628448
"pelargonic acid","",-0.545101633521536,0.906244282564665,4.1004168339311,-0.345293488440339,0.778629794181377,-0.446083247292089,-0.350226576636095,-0.679558186254976,-0.244444868591903
"pentachlorophenol","",-0.612987435303852,1.0302599951034,-1.02591069017906,-0.611839773675506,0.215321090740854,-0.452568068739551,-0.350226576636095,-0.771962009623553,0.0725480899496416
"phenobenzuron","",-0.386701429362798,0.263072718516027,-1.02591069017906,-0.57852148802111,-0.0890225834749657,-0.444821993208576,-0.848199819203203,-0.494750539517821,0.379061942423697
"picolinafen","",-0.318815627580482,0.233028330419369,0.13433929260556,-0.57852148802111,-0.487002944855752,-0.440795097640732,-0.350226576636095,-0.494750539517821,0.687933593762937
"primisulfuron","",-0.431958630551009,0.119567206489754,-1.44357060945988,-0.445248345403527,1.0061003265215,-0.40068189924369,0.645719908498121,0.152076224062219,-0.833370629584788
"propham","",-0.522473032927431,0.95412028730538,1.38393566676349,-0.511884916712319,0.919340650463076,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.127301419152272
"propoxycarbazone","",-0.409330029956904,0.066185326399505,-0.329685514204186,-0.378611774094735,0.419194122693761,-0.407603600870682,-0.350226576636095,-0.0327314226749357,-0.420231872874032
"propyrisulfuron","",-0.386701429362798,-0.070743643207349,-0.608250770898237,-0.378611774094735,0.497191967402395,-0.403382958440611,0.147746665931013,0.152076224062219,-0.447739526301191
"prosulfalin","",-0.431958630551009,-0.0593486996979392,-1.5078548994662,-0.212020345822756,0.154272872413397,-0.406543691565561,-0.848199819203203,-0.125135246043513,0.522625695548297
"proxan","",-0.658244636492063,1.48529133310637,1.65936816078666,-0.445248345403527,1.13326935840911,-0.45674692263071,-0.848199819203203,-0.771962009623553,-0.420493850525719
"pydanon","",-0.612987435303852,1.28481493434429,-0.543966480891916,-0.478566631057923,1.53870773412422,-0.416288019048126,1.14369315106523,-0.21753906941209,-1.30047678254311
"pyrasulfotole","",-0.431958630551009,0.279604606797757,-1.54807957216021,-0.478566631057923,-0.0376233928966346,-0.426442634003642,-0.350226576636095,-0.494750539517821,-0.447739526301191
"pyrazolynate","",-0.318815627580482,-0.0593486996979392,-0.578426870271523,-0.478566631057923,-0.487002944855752,-0.430522714984647,-0.848199819203203,-0.402346716149244,0.680598219515694
"pyrazosulfuron","",-0.47721583173922,0.206006111757451,-1.02591069017906,-0.411930059749131,0.981786638775019,-0.393912155940012,0.645719908498121,0.244480047430796,-1.09115663884502
"pyrazoxyfen","",-0.296187026986377,0.0408658810006307,-0.329685514204186,-0.511884916712319,-0.813930064935658,-0.437007536432109,-0.848199819203203,-0.494750539517821,0.561136410346319
"pyribambenz-propyl","",-0.228301225204061,-0.152043509600371,0.388844931987304,-0.311975202785944,0.0212137613129752,-0.425378925740438,-0.350226576636095,-0.125135246043513,0.576593091795866
"pyribenzoxim","",-0.0246438198571122,-0.562919616012899,-2.83589565090279,-0.278656917131548,0.23421341583385,-0.404940531254589,-0.848199819203203,0.336883870799373,0.819446374909925
"pyributicarb","",-0.341444228174588,0.119567206489754,-0.208635564601644,-0.345293488440339,-0.157838372676352,-0.447112764932547,-0.848199819203203,-0.494750539517821,0.646279147144668
"pyriclor","",-0.635616035897958,1.38085462881567,0.227194378170244,-0.645158059329902,0.460898539102487,-0.447769984680884,-0.350226576636095,-0.771962009623553,-0.364430633064652
"pyriftalid","",-0.409330029956904,0.426632588857306,-1.02591069017906,-0.378611774094735,0.300434817739081,-0.433455510624624,-0.848199819203203,-0.309942892780667,0.252002781355392
"pyriminobac","",-0.386701429362798,0.233028330419369,-0.775289676509198,-0.345293488440339,0.827351780058898,-0.417568267922054,-0.350226576636095,-0.0327314226749357,-0.891005712955978
"pyrimisulfan","",-0.386701429362798,0.0152793119048245,-1.92100364050097,-0.278656917131548,0.863090197533122,-0.414715250401818,0.147746665931013,-0.0327314226749357,-0.395082018312058
"pyrithiobac","",-0.454587231145115,0.442089739134162,-1.32427500695303,-0.445248345403527,0.647902131003928,-0.429276656733465,-0.350226576636095,-0.309942892780667,-0.566415402515504
"quinoclamine","",-0.522473032927431,1.08288021945215,-1.02591069017906,-0.645158059329902,0.30474069126668,-0.437398829114644,-0.350226576636095,-0.587154362886399,0.00626774407277326
"quinonamid","",-0.47721583173922,0.58857384651328,-0.696093436189522,-0.611839773675506,-0.262313168640729,-0.43622875002512,-0.350226576636095,-0.494750539517821,0.0730720452530161
"SMA","",-0.703501837680274,2.27540254160064,2.73340451486885,-0.57852148802111,1.90252752383285,-0.446083247292089,-0.350226576636095,-0.679558186254976,-1.0178028963726
"sulcotrione","",-0.431958630551009,0.34141769479491,-0.72754637340509,-0.445248345403527,0.472478317177266,-0.427829253703891,-0.848199819203203,-0.402346716149244,-0.53183435249279
"sulfallate","",-0.567730234115642,0.707453183875545,1.06263952723872,-0.411930059749131,0.421614523271862,-0.45902249852235,-0.848199819203203,-0.771962009623553,0.289465585546665
"sulfometuron","",-0.431958630551009,0.233028330419369,-1.02591069017906,-0.511884916712319,0.770490694050908,-0.407694775864671,0.645719908498121,-0.0327314226749357,-1.03876110850757
"sulglycapin","",-0.545101633521536,0.52984897314713,0.540470645257569,-0.311975202785944,1.40475034615867,-0.431491449295779,-0.350226576636095,-0.309942892780667,-0.445119749784318
"swep","",-0.567730234115642,1.00351545441429,1.38393566676349,-0.57852148802111,0.495522395649991,-0.445691954609553,-0.350226576636095,-0.587154362886399,0.264053753333004
"tavron","",-0.522473032927431,0.791604642501535,0.419921937682367,-0.57852148802111,-0.262313168640729,-0.4602533609412,-0.848199819203203,-0.86436583299213,0.674310755875201
"TCA","",-0.703501837680274,1.75978026724293,-0.130817739857152,-0.57852148802111,1.65989981658768,-0.446083247292089,-0.350226576636095,-0.679558186254976,-0.844373690955652
